Column 1,Column 2,Column 3,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15
44,4,201924,13,1,12,5,5,1,0,0,35,39,0
35,4,77146,11,1,4,2,5,2,0,0,45,39,0
33,4,126414,13,3,8,6,5,1,0,0,40,0,0
27,4,43652,13,5,1,2,5,1,0,0,40,39,0
47,1,227244,13,3,11,1,3,2,0,0,50,39,1
29,4,160731,9,3,3,1,5,2,0,0,45,39,1
33,4,287878,10,3,8,6,5,1,0,0,26,39,0
50,4,166758,10,1,8,2,5,1,0,0,15,39,0
32,4,183811,9,3,6,1,5,2,2829,0,40,39,0
41,6,254818,14,1,6,5,5,2,0,0,40,29,0
19,0,220517,10,5,0,4,5,1,0,0,35,39,0
45,4,295046,9,3,12,1,5,2,0,0,60,39,1
65,4,190568,9,7,1,2,5,1,0,810,36,39,0
42,7,211915,10,6,13,5,5,1,0,0,40,39,0
33,6,295621,13,3,10,1,3,2,0,0,25,39,1
32,4,204567,13,3,12,1,5,2,99999,0,60,39,1
42,4,204235,10,3,10,1,5,2,0,0,40,39,1
49,4,186982,10,6,4,2,5,1,0,0,45,39,1
38,4,133586,9,3,11,4,5,2,0,0,45,39,0
38,4,165930,10,3,4,1,5,2,0,0,50,39,0
37,4,164898,10,3,3,1,5,2,0,0,52,39,0
24,4,278155,10,5,7,2,5,2,0,0,30,39,0
27,6,115705,10,5,12,2,5,2,0,0,50,39,0
25,4,150553,5,4,1,5,2,1,0,0,40,40,0
29,4,185127,9,3,12,1,5,2,0,0,50,39,0
46,4,201595,9,3,14,1,5,2,0,0,70,39,0
44,5,165815,9,3,14,1,5,2,0,0,96,39,0
26,4,102420,13,5,12,2,2,1,0,0,40,35,0
46,2,344172,12,3,11,1,5,2,0,0,49,39,1
38,4,222450,10,6,4,5,5,2,0,0,40,39,0
38,4,212245,10,3,3,1,5,2,0,0,40,39,0
22,7,190625,13,3,4,1,5,2,0,0,20,39,0
33,4,203488,10,1,12,2,5,2,0,0,40,39,0
50,4,304260,12,1,1,2,2,2,0,0,40,39,0
31,2,243665,9,3,11,1,5,2,0,0,41,39,1
26,6,189238,10,5,10,2,5,1,0,0,4,26,0
42,4,77373,10,3,6,1,5,2,0,0,38,39,0
27,4,410351,9,3,3,1,5,2,0,0,40,39,0
34,4,36385,14,3,10,1,5,2,0,0,45,39,1
64,4,110150,9,3,11,1,5,2,0,0,40,39,0
43,4,198316,10,3,3,1,5,2,0,0,40,39,0
39,4,127772,9,3,3,1,5,2,0,0,40,39,0
47,6,199058,15,5,10,2,5,2,0,0,40,39,1
56,4,285730,14,5,10,2,5,2,0,0,66,39,0
25,2,334133,14,5,10,4,5,2,0,0,20,39,0
60,7,97030,13,1,4,2,5,1,0,0,35,39,0
52,4,67090,9,3,12,1,5,2,0,0,44,39,0
43,4,397963,9,1,6,2,5,2,594,0,16,39,0
46,4,182533,13,5,1,5,2,1,0,0,40,30,0
19,4,560804,10,5,1,4,5,1,0,0,30,39,0
56,4,365050,4,5,5,5,3,1,0,0,20,39,0
22,4,110200,13,5,10,2,5,2,0,0,40,39,0
28,4,150025,7,5,3,2,5,2,0,0,40,0,0
39,4,299828,3,6,12,5,3,1,0,0,30,33,0
28,4,109282,10,1,10,2,5,2,0,0,40,39,0
31,4,103435,13,3,12,1,5,2,0,0,50,39,1
22,4,34747,9,5,8,4,5,1,0,0,35,39,0
39,4,137522,9,3,7,1,2,2,0,0,40,0,1
39,4,286789,13,3,4,1,5,2,0,0,40,39,1
28,6,211032,7,5,3,2,5,2,0,0,40,26,0
67,0,192916,9,3,0,1,5,2,3818,0,11,39,0
31,4,219318,9,5,1,5,5,1,0,0,35,33,0
50,4,112873,13,3,12,1,5,2,0,0,40,39,0
34,4,36069,9,3,3,1,5,2,3908,0,46,39,0
48,4,73434,9,3,1,6,5,1,0,0,40,11,1
51,4,200576,13,1,1,2,5,1,0,0,40,39,0
54,4,172962,9,3,12,1,5,2,0,0,40,39,0
44,4,44006,11,1,14,2,5,2,0,0,40,39,0
20,4,234474,10,5,12,4,3,1,0,0,20,39,0
37,4,212826,9,3,8,1,3,2,0,0,40,39,0
38,4,234901,10,3,10,1,5,2,0,0,40,39,0
59,1,200700,12,3,5,1,3,2,0,0,40,39,0
59,6,41258,13,3,10,1,5,2,0,0,50,39,0
51,4,249644,10,1,3,2,5,2,0,0,48,39,1
60,0,230165,13,3,0,1,3,2,0,0,40,39,0
29,4,351731,10,3,10,1,5,2,0,0,40,39,0
37,4,114765,10,5,7,2,5,1,0,0,40,39,0
42,4,349884,6,3,3,1,5,2,0,0,35,39,0
28,5,204247,13,3,10,1,5,2,0,0,50,39,1
34,4,143392,9,5,12,4,5,1,0,0,40,39,0
50,6,37913,13,3,4,1,5,2,0,0,40,22,1
22,5,150683,9,5,7,4,5,2,0,0,24,39,0
27,4,207611,9,5,8,2,5,1,0,0,52,39,0
45,7,319666,15,1,10,5,5,1,0,0,43,39,0
39,4,155961,9,1,1,5,3,1,0,0,38,39,0
25,2,117833,13,5,10,2,5,1,0,0,35,39,0
63,0,447079,9,5,0,2,5,2,0,0,15,39,0
24,5,142404,13,3,4,1,5,2,0,0,40,39,1
18,4,155752,9,5,7,2,5,1,0,0,30,39,0
19,0,252292,9,5,0,4,5,2,0,0,40,39,0
23,4,111450,8,5,8,5,3,2,0,0,38,39,0
20,4,528616,3,5,8,3,5,2,0,0,40,26,0
17,6,228786,6,5,8,4,5,1,0,0,24,39,0
63,5,80572,13,3,5,1,5,2,0,0,40,39,1
28,2,180271,13,3,6,1,5,2,0,0,65,39,1
51,1,237819,13,3,10,1,5,2,0,0,50,39,1
29,4,157612,13,5,12,2,5,1,3325,0,45,39,0
64,4,379062,10,7,1,5,5,1,0,0,12,39,0
17,4,191910,6,5,8,4,5,2,0,0,25,39,0
45,2,326064,10,1,1,5,3,1,6497,0,35,39,0
18,4,312353,8,5,8,4,3,2,0,0,20,39,0
31,2,213307,9,5,1,4,5,1,0,0,40,39,0
48,6,209057,13,4,12,4,5,2,0,0,50,39,1
41,4,340148,10,5,10,2,5,1,0,0,45,39,0
65,4,154171,15,3,10,1,5,2,20051,0,60,39,1
27,4,94064,11,1,7,2,5,2,0,0,40,39,0
39,4,119098,11,3,4,1,5,2,0,0,40,39,0
51,6,388496,10,1,3,2,5,2,0,0,8,33,1
49,4,181363,14,3,4,1,5,2,0,0,45,39,1
58,0,210031,9,1,0,5,5,2,0,0,40,39,0
36,4,206951,13,3,12,1,5,2,0,1902,45,39,1
25,4,485496,9,5,7,2,3,1,0,0,40,39,0
41,4,210259,10,1,1,5,3,1,0,0,37,39,0
31,4,118551,5,1,1,2,5,1,0,0,40,39,0
63,4,180911,7,3,11,1,5,2,4386,0,37,39,1
50,7,242517,13,1,4,2,5,1,0,0,40,39,0
63,4,298113,10,1,8,2,5,2,0,0,40,39,0
44,6,277783,14,5,5,4,5,2,0,0,99,39,0
48,4,155862,9,1,14,2,5,2,0,0,65,39,0
51,6,171924,10,3,12,1,5,2,0,0,50,39,0
18,4,243900,9,5,1,4,5,1,0,0,15,39,0
23,4,231160,10,5,8,4,5,2,0,0,25,39,0
31,4,356882,9,3,7,1,5,2,5013,0,40,39,0
38,4,49020,9,3,3,1,5,2,0,0,40,39,0
19,0,105460,10,5,0,4,5,2,0,0,20,9,0
56,4,157749,10,3,5,1,5,2,0,0,60,39,1
31,4,131568,4,1,14,5,5,2,0,0,20,39,0
46,4,332355,10,3,1,1,5,2,0,0,40,39,0
39,4,204501,14,3,4,1,5,2,0,0,50,39,1
56,2,305767,9,3,8,1,2,2,0,0,40,3,0
31,4,129761,9,5,4,5,5,1,0,0,40,39,0
42,5,130126,13,3,10,1,5,2,0,1977,40,39,1
53,4,102828,9,3,4,1,5,2,0,0,35,39,1
18,4,160984,7,5,8,4,5,1,0,0,15,39,0
18,0,255282,7,5,0,4,3,2,0,1602,48,39,0
20,0,346341,10,5,0,2,5,1,0,0,35,39,0
27,4,285897,9,3,10,1,5,2,0,1848,45,39,1
31,4,356689,13,5,5,2,5,2,0,0,40,39,0
52,1,192386,14,3,4,1,5,2,5013,0,40,39,0
46,4,394860,9,3,8,1,5,2,0,0,40,39,0
30,4,113129,10,5,8,2,5,2,0,0,24,39,0
26,4,55929,13,5,8,2,5,1,0,0,40,39,0
48,2,177018,14,3,10,1,5,2,0,0,50,39,1
37,4,161141,10,3,3,1,5,2,0,0,40,39,1
29,4,309463,5,3,3,1,5,2,0,0,40,39,0
49,4,165468,9,3,4,1,5,2,7688,0,55,39,1
24,4,49218,9,1,7,2,5,2,0,0,40,39,0
74,6,119129,9,3,12,1,5,2,0,2149,20,39,0
56,6,162130,3,3,4,1,5,2,0,1887,67,39,1
39,1,129573,13,5,1,2,5,2,0,1741,40,39,0
21,4,306850,9,5,14,4,5,2,0,0,40,39,0
29,4,135296,13,5,4,2,5,1,0,2258,45,39,1
43,6,187322,9,1,8,5,5,2,0,0,45,39,0
23,4,55674,13,5,11,2,5,1,2907,0,40,39,0
26,4,148298,9,5,4,2,5,1,0,0,50,39,0
47,4,34845,9,3,14,1,5,2,0,0,60,39,0
27,4,200733,9,3,7,1,5,2,0,0,55,39,0
45,4,191858,9,3,7,1,5,2,0,0,45,39,1
30,4,425528,9,5,11,4,5,2,0,0,70,39,0
35,4,44780,10,3,1,6,5,1,7688,0,20,39,1
33,4,125856,9,3,3,1,5,2,0,0,40,39,0
37,4,100508,9,3,3,1,5,2,0,0,40,39,1
21,4,148294,9,5,5,4,5,2,0,0,20,39,0
42,4,39324,9,3,12,1,5,2,0,0,40,39,0
48,1,147397,9,3,1,1,5,2,0,0,36,39,0
46,4,24728,9,5,3,2,5,1,0,0,48,39,0
36,4,177616,3,6,7,2,5,1,0,0,40,39,0
54,4,163826,9,5,10,2,5,2,0,0,40,39,0
25,4,199947,9,3,1,6,5,1,0,0,40,39,0
26,2,386949,9,1,1,5,5,1,0,0,25,39,0
36,5,116133,9,3,14,1,5,2,0,0,57,39,0
56,6,196307,13,5,10,2,5,2,0,0,20,39,0
37,4,177181,9,3,3,1,5,2,0,0,40,39,0
26,4,324854,13,5,10,2,5,1,0,0,40,39,1
23,4,188505,13,5,8,4,5,1,0,0,25,39,0
23,7,502316,13,5,10,2,5,1,0,0,40,39,0
41,7,26892,13,5,1,2,5,2,0,0,40,39,0
55,4,102058,13,3,4,1,5,2,0,0,50,39,1
39,4,167728,13,3,4,1,5,2,0,0,40,39,1
67,2,233681,12,3,4,1,5,2,0,0,35,39,0
60,4,26756,9,7,12,2,5,1,0,0,50,39,0
54,4,101890,9,7,12,5,5,1,0,0,40,39,0
38,4,192337,14,3,10,1,5,2,0,0,40,9,1
47,4,340982,10,3,7,1,2,2,3103,0,40,30,1
49,7,102308,13,3,10,1,5,2,0,0,42,39,1
19,4,84747,9,5,12,4,5,1,0,0,24,39,0
20,4,197752,10,5,3,5,5,2,0,0,40,39,0
66,4,185336,9,7,12,3,5,1,0,0,35,39,0
22,0,289984,10,5,0,2,3,1,0,0,25,39,0
51,6,125417,14,3,4,1,5,2,0,0,42,39,1
19,4,278480,10,5,4,2,5,2,0,0,40,39,0
36,4,146412,10,1,1,5,5,1,0,0,40,39,0
33,4,193042,9,3,14,1,5,2,0,0,60,39,1
41,4,53956,13,1,12,2,5,2,0,1980,56,39,0
90,4,175491,9,3,3,1,5,2,9386,0,50,7,1
78,0,33186,4,3,0,1,5,2,0,0,60,39,0
36,4,144154,9,1,4,2,5,1,0,0,40,39,0
30,4,194901,15,1,12,4,5,2,0,0,55,39,0
35,4,335777,10,1,4,2,5,2,0,0,40,26,0
46,4,139268,14,3,4,1,5,2,0,0,45,39,1
38,4,33887,9,5,7,3,5,2,0,0,40,39,0
24,4,283613,13,3,10,1,5,2,0,0,40,39,0
40,4,141245,13,3,8,6,5,1,0,0,40,33,0
49,4,298130,4,3,7,1,5,2,0,0,40,39,0
19,4,186096,9,5,8,4,3,2,0,0,30,39,0
77,4,187656,10,7,9,2,5,1,0,0,20,39,0
46,4,102308,9,3,6,1,5,2,0,0,56,39,1
41,4,124639,10,6,3,2,3,2,0,0,40,39,0
28,4,388112,2,5,5,5,5,2,0,0,77,26,0
21,4,109952,9,3,3,1,5,2,0,0,40,39,0
24,4,164529,8,5,5,4,3,2,0,0,40,39,0
36,4,247750,9,3,14,1,3,2,0,0,45,39,0
23,7,103588,10,5,1,4,5,2,0,0,25,39,0
38,1,248919,9,3,14,1,5,2,0,2051,40,39,0
29,6,178551,9,3,3,1,5,2,0,0,40,39,0
38,4,136137,10,3,4,3,5,2,0,0,50,39,1
47,1,55377,13,5,1,5,3,2,0,0,40,39,1
39,2,177728,14,1,10,2,5,1,0,0,40,39,0
40,2,243580,13,3,10,1,5,2,0,0,48,39,0
21,0,188535,10,5,0,4,5,2,0,0,40,39,0
32,4,63910,9,1,1,4,2,1,0,0,40,39,0
23,4,219535,9,5,4,4,5,2,0,0,40,39,0
44,7,180609,9,3,11,1,5,2,0,0,40,39,0
37,4,59313,10,6,8,2,3,2,0,0,40,0,0
70,4,170428,13,7,10,5,5,1,0,0,20,33,0
51,4,102615,14,3,11,1,5,2,0,1977,40,39,1
66,4,193132,5,6,8,2,3,1,0,0,30,39,0
57,5,124137,10,3,4,1,5,2,0,0,40,39,0
36,4,136629,10,3,7,1,5,2,0,0,40,39,1
48,5,148995,13,1,12,2,5,2,0,0,60,39,1
24,0,203076,9,3,0,1,5,2,0,0,40,39,0
51,4,63424,14,3,10,6,5,1,0,0,40,39,1
43,4,241895,13,3,4,1,5,2,0,0,50,39,1
27,4,266973,9,3,3,1,5,2,0,0,60,39,0
32,4,188048,13,5,1,4,5,1,0,0,40,39,0
20,4,366929,10,5,1,4,5,1,0,0,35,39,0
33,4,214129,10,1,1,2,5,1,0,0,40,39,0
19,4,250818,10,5,1,2,5,2,0,0,40,39,0
32,2,240979,10,3,3,1,5,2,0,0,60,39,1
35,4,98283,15,5,10,2,2,2,0,0,40,19,1
26,4,104746,9,3,3,1,5,2,5013,0,60,39,0
39,4,103710,9,5,12,5,5,1,0,0,60,39,0
24,4,159580,13,5,8,4,3,1,0,0,75,39,0
45,4,117409,10,3,4,1,5,2,0,0,40,39,1
20,4,140001,10,5,1,4,5,2,0,0,40,39,0
49,7,31650,13,3,10,3,5,1,0,0,45,39,0
35,7,80771,14,5,10,2,5,1,0,0,40,39,0
30,4,66278,9,5,1,2,5,1,0,0,40,39,0
23,4,107801,10,5,1,4,5,1,0,1617,25,39,0
33,4,206609,13,3,4,1,5,2,0,0,45,39,0
35,4,282461,9,3,14,1,5,2,0,0,50,39,0
31,4,188246,14,3,10,1,5,2,0,0,50,39,0
20,4,279763,7,5,3,2,3,2,0,0,25,39,0
44,4,467799,9,3,3,1,5,2,0,0,40,39,0
33,6,137674,9,3,8,1,3,2,0,0,40,39,0
50,4,158284,10,3,7,1,5,2,0,0,40,39,0
25,4,204219,9,5,1,5,5,1,0,0,40,26,0
28,7,210498,9,3,11,1,5,2,0,0,40,39,0
60,1,63526,13,3,1,1,3,2,0,0,40,39,1
38,1,216924,11,3,3,1,5,2,0,0,40,39,0
38,4,372559,10,3,3,1,3,2,0,0,40,39,0
57,1,199114,13,5,1,2,5,2,0,2258,40,39,0
50,4,168539,9,3,3,1,5,2,0,0,40,39,1
39,2,189911,7,1,1,5,5,1,0,0,40,39,0
69,2,61958,9,3,3,1,5,2,1424,0,6,39,0
51,7,68898,11,1,13,2,5,2,0,2444,39,39,1
42,4,204450,9,3,6,1,3,2,0,0,40,39,0
53,4,311350,13,3,4,1,5,2,0,0,50,39,1
37,4,113750,13,3,6,1,5,2,0,0,40,39,0
37,4,359591,6,3,3,1,5,2,0,0,40,39,0
38,4,132879,9,3,3,1,5,2,7298,0,50,39,1
20,4,301199,10,5,8,4,5,1,0,0,24,39,0
38,7,267540,10,6,1,5,3,1,0,0,38,39,0
52,4,185407,11,3,3,1,5,2,0,0,48,31,1
48,5,191277,11,3,4,1,5,2,0,0,50,39,1
30,4,78980,11,3,7,1,5,2,0,0,40,39,1
37,6,241463,9,3,4,1,5,2,0,1848,65,39,1
47,4,216999,9,3,12,1,5,2,0,0,45,39,0
33,2,120508,13,1,11,5,5,1,0,0,60,11,0
33,4,122612,9,4,8,2,2,1,0,0,35,37,0
20,4,94057,10,5,8,4,5,2,0,0,15,39,0
41,7,197558,13,1,4,2,5,2,0,0,40,39,0
32,4,351869,10,3,14,1,5,2,0,1485,45,39,1
54,6,121761,9,3,4,1,2,2,0,0,50,0,0
36,1,184556,13,3,4,6,5,1,0,0,40,39,0
46,4,268281,13,5,10,2,5,1,0,0,40,39,0
45,4,235646,13,3,4,1,5,2,0,0,40,39,1
18,4,186909,10,5,8,4,5,1,0,0,16,39,0
62,4,35783,10,3,14,1,5,2,0,0,60,39,0
33,4,188861,9,3,7,1,5,2,0,0,40,39,0
42,4,363591,9,1,3,5,5,2,0,0,40,39,0
18,4,469921,10,5,10,4,5,1,0,0,40,39,0
32,4,51150,11,1,1,5,5,1,0,0,40,39,0
43,4,174325,4,3,14,1,3,2,0,0,40,39,0
20,4,347530,9,5,8,5,3,1,0,0,25,39,0
50,4,72351,13,1,12,2,5,2,0,0,45,39,0
42,2,185129,16,3,4,1,5,2,0,0,43,0,1
36,4,188571,9,3,3,1,5,2,0,0,40,39,0
22,4,255252,9,5,3,4,5,2,0,0,40,39,0
30,4,291951,9,3,3,1,3,2,0,0,40,39,0
33,6,223046,9,5,3,2,5,2,0,0,40,39,0
43,2,37937,12,3,13,1,5,2,0,0,43,39,0
38,4,295127,10,3,7,1,5,2,0,0,40,39,0
34,2,183801,13,5,8,2,5,2,0,0,14,39,0
40,4,116218,10,6,1,5,5,1,0,0,45,39,0
40,4,143069,9,3,7,1,5,2,0,0,40,39,0
41,2,235951,15,3,10,1,5,2,0,0,50,39,1
57,4,112840,10,3,12,1,5,2,0,0,50,39,1
65,2,146454,14,3,10,1,5,2,0,1648,4,12,0
52,1,43705,10,3,8,1,5,2,0,0,50,39,0
59,4,122283,15,3,10,1,2,2,99999,0,40,19,1
18,4,376647,9,5,6,4,5,2,2176,0,25,39,0
48,4,101299,12,3,10,1,5,2,0,0,45,39,0
45,4,96798,3,1,14,5,5,2,0,0,40,39,0
24,4,194654,9,3,11,1,5,2,0,0,40,39,0
27,7,206889,12,5,11,2,5,2,0,0,40,39,0
40,4,226902,14,3,4,1,5,2,15024,0,50,39,1
44,7,150755,13,3,1,1,5,2,5013,0,40,39,0
24,4,200679,9,5,5,4,3,2,0,0,50,39,0
71,4,183678,15,3,10,1,5,2,0,0,16,39,0
17,4,33138,8,5,12,4,5,2,0,0,40,39,0
57,6,57071,10,3,3,1,5,2,3137,0,40,39,0
71,0,35303,13,3,0,1,5,2,9386,0,30,39,1
37,4,188576,16,3,10,1,2,2,0,0,40,0,0
33,4,169496,9,3,6,1,5,2,0,0,40,39,0
41,4,58124,9,3,8,1,5,2,0,0,40,39,0
25,4,356344,13,5,1,4,5,1,0,0,40,39,0
42,6,444134,9,3,5,1,5,2,0,0,15,39,0
18,0,340117,7,5,0,5,3,1,0,0,50,39,0
34,4,219619,9,5,6,2,5,2,0,0,40,39,0
57,0,334585,6,3,0,6,5,1,0,0,40,39,0
27,2,331046,13,5,10,2,5,1,0,0,45,39,0
46,0,443179,13,1,0,2,5,1,0,0,8,39,0
64,0,239529,7,7,0,2,5,1,3674,0,35,39,0
24,4,100345,13,5,10,4,5,2,0,0,20,39,0
23,4,205653,13,5,6,4,5,2,0,0,30,39,0
33,4,112383,10,3,10,1,5,2,0,0,40,39,0
58,5,21626,11,1,12,2,5,2,2202,0,56,39,0
25,4,135568,5,3,6,1,5,2,0,0,40,39,0
44,4,190532,14,5,10,2,5,1,0,0,55,39,0
53,1,266598,9,3,10,1,5,2,0,0,40,39,1
38,2,116608,9,3,1,6,5,1,0,0,35,39,1
36,4,353263,13,5,10,2,5,1,0,0,45,39,1
25,7,157617,9,5,4,2,5,2,0,0,40,39,0
54,1,21698,13,1,4,5,5,1,0,0,40,39,0
31,4,77143,8,6,14,5,3,2,0,0,40,39,0
18,7,342852,9,5,1,4,5,2,0,0,40,39,0
40,4,176602,9,1,8,2,3,2,0,0,40,39,0
26,4,146343,10,3,12,6,3,1,0,0,40,39,0
68,0,146645,16,3,0,1,5,2,20051,0,50,39,1
33,4,221966,13,5,10,2,5,2,2202,0,50,39,0
22,4,215546,12,5,4,2,5,2,0,0,55,39,0
50,7,173020,10,3,3,1,5,2,0,0,40,39,0
24,0,247734,13,5,0,4,5,2,0,0,30,39,0
44,4,252202,9,1,1,2,5,1,0,0,40,39,0
37,4,497300,9,5,8,5,3,2,0,0,40,39,0
34,6,426431,13,3,3,1,5,2,0,0,40,39,0
45,1,162410,10,7,13,2,5,1,0,0,45,39,1
77,0,143516,14,3,0,1,5,2,0,0,8,39,1
25,4,190350,6,3,8,4,5,1,0,0,35,39,0
20,4,194504,10,6,12,5,3,1,0,0,40,39,0
46,1,110884,9,5,1,2,1,2,0,0,40,39,0
26,4,187652,12,5,13,4,5,2,0,0,40,39,0
45,4,81400,2,3,8,6,5,1,0,0,25,8,0
70,0,97831,9,7,0,5,5,1,0,0,4,39,0
57,4,180920,9,3,14,1,5,2,0,0,40,39,1
28,4,189186,11,5,12,2,5,2,0,0,40,39,0
35,0,144172,12,3,0,6,5,1,0,0,16,39,0
36,4,607848,10,3,12,1,5,2,7688,0,45,39,1
32,4,207301,9,5,6,2,5,1,0,0,40,39,0
29,4,293073,13,5,12,2,5,2,0,0,50,39,1
36,4,210452,13,1,10,5,5,2,0,0,45,39,0
19,4,41400,9,5,6,4,5,2,0,0,30,39,0
27,4,164170,13,5,13,5,2,1,0,0,20,30,0
48,4,112906,14,3,14,1,5,2,0,0,55,39,1
49,6,126268,13,3,3,1,5,2,0,0,50,39,0
55,4,208311,14,3,13,1,5,2,0,1977,20,39,1
61,4,28291,9,1,5,2,5,1,0,0,82,39,0
42,2,121998,10,3,4,1,5,2,15024,0,40,39,1
42,1,31621,12,1,1,2,5,1,0,0,40,39,0
30,2,108386,11,3,11,1,5,2,0,0,40,39,0
32,6,134727,9,3,7,1,5,2,0,0,40,39,0
37,4,208391,10,3,14,1,5,2,0,0,40,39,1
35,4,112271,10,3,3,1,5,2,0,0,45,39,0
30,4,173350,11,4,1,2,5,1,0,0,40,39,0
30,4,243190,15,3,10,1,2,2,0,0,20,19,1
55,4,185436,10,3,4,1,5,2,0,0,70,39,1
36,4,290409,10,3,14,1,5,2,0,0,40,39,0
33,4,80058,9,5,8,4,5,2,0,0,48,39,0
56,2,370045,13,3,10,1,5,2,0,0,40,39,1
26,4,36936,11,3,3,1,5,2,0,2002,40,39,0
37,4,231180,9,3,7,1,5,2,0,0,40,39,0
28,4,119793,9,5,12,4,5,2,0,0,60,39,0
38,4,102178,9,3,14,1,5,2,0,0,50,39,0
76,0,135039,9,3,0,1,5,2,0,0,20,39,0
35,0,317780,10,5,0,5,3,1,0,0,40,39,0
48,4,232840,10,7,1,5,5,1,0,0,43,39,0
35,4,33975,12,3,3,1,5,2,0,0,40,39,0
39,2,256997,13,3,3,1,5,2,0,0,40,39,0
64,4,298301,9,3,8,1,5,2,0,0,40,39,0
22,4,310380,9,5,1,5,3,1,0,0,40,39,0
45,2,182100,13,3,12,1,5,2,0,0,40,39,1
27,4,501172,3,3,14,1,5,2,0,0,40,26,0
43,7,143939,9,1,1,5,5,1,0,0,50,39,1
23,4,85088,10,5,8,4,5,1,0,0,37,39,0
25,4,282313,6,5,6,4,3,2,0,1602,40,39,0
39,4,230054,14,3,10,1,5,2,0,0,50,39,1
63,4,236338,9,3,12,6,5,1,0,0,35,39,0
37,4,321943,15,3,10,1,5,2,0,0,40,39,1
26,1,218782,9,3,1,1,4,2,0,0,40,39,0
33,4,191385,13,5,10,2,5,2,0,0,40,2,0
45,5,185497,13,3,4,6,2,1,0,0,70,0,0
28,4,126129,10,5,1,2,5,1,0,0,40,39,0
20,4,199268,10,5,8,4,5,1,0,0,20,39,0
34,4,255693,9,3,1,6,5,1,0,0,20,39,0
34,4,203488,10,3,14,1,5,2,0,0,40,39,0
41,4,203233,9,3,4,1,5,2,0,0,40,39,1
38,4,203836,10,3,12,1,5,2,0,0,50,39,1
36,4,187847,13,3,4,1,5,2,7688,0,40,39,1
38,4,116358,10,3,8,1,2,2,0,0,40,30,0
46,5,198660,13,3,12,1,5,2,99999,0,72,39,1
43,6,89636,13,3,12,6,2,1,0,0,60,35,0
49,4,120629,10,7,12,5,5,1,0,0,30,39,0
26,2,150226,13,5,10,4,5,1,0,0,35,39,0
28,4,137898,9,1,1,2,5,1,0,0,35,39,0
54,5,146574,9,3,3,1,5,2,0,0,40,39,1
53,4,88725,9,5,3,2,4,1,0,0,40,0,0
24,4,142022,10,5,6,4,5,2,0,0,50,39,0
23,4,284898,10,5,4,4,5,2,0,0,30,39,0
55,2,212448,9,1,1,2,5,1,0,0,40,39,0
58,6,203039,5,6,3,2,5,2,0,0,40,39,0
26,4,227489,9,5,13,3,3,2,0,0,40,0,0
19,4,105289,6,5,8,3,3,1,0,0,20,39,0
28,0,223745,10,5,0,5,5,1,0,0,40,39,0
45,4,242994,10,5,12,2,5,2,0,0,52,39,0
30,4,196385,10,3,3,1,5,2,0,0,45,39,1
76,4,116202,9,7,8,5,5,1,0,0,33,39,0
47,4,140045,9,6,1,5,5,1,0,0,40,39,0
34,4,133503,10,1,14,2,5,2,2174,0,40,39,0
40,4,226585,10,3,1,6,5,1,0,0,35,39,1
24,4,85041,9,6,8,5,5,1,0,0,25,39,0
30,4,162442,13,3,10,6,5,1,7688,0,50,39,1
67,4,279980,10,3,14,1,5,2,10605,0,10,39,1
24,4,216563,9,3,7,6,5,1,0,0,40,39,0
43,2,231964,10,1,1,5,5,1,0,0,40,39,0
29,4,263855,8,5,3,5,5,2,0,0,40,39,0
40,4,124915,9,3,7,1,5,2,0,0,40,39,0
61,1,178312,10,3,10,1,5,2,0,0,40,39,0
45,2,215862,16,3,4,1,5,2,7688,0,45,39,1
21,7,39236,10,5,13,2,5,1,0,0,50,39,0
58,4,349910,9,3,4,1,5,2,7688,0,40,39,1
52,4,75839,10,3,13,1,5,2,0,0,40,39,0
34,4,176711,9,5,1,4,5,2,0,0,40,39,0
20,4,266525,10,5,10,3,3,1,594,0,20,39,0
25,0,34307,10,5,0,2,5,2,0,0,40,39,0
46,4,331776,9,3,7,1,5,2,0,0,40,39,0
54,4,111469,10,1,4,2,5,1,0,0,40,39,0
43,7,198965,14,3,10,1,5,2,0,0,40,39,1
25,4,288185,5,3,7,1,5,2,0,0,40,26,0
21,4,198050,12,5,1,2,5,1,0,0,25,39,0
65,4,242580,10,1,10,2,5,2,11678,0,50,39,1
37,4,173128,9,1,8,2,5,2,0,0,40,39,0
29,4,87905,9,1,8,2,5,2,10520,0,40,39,1
44,4,173704,13,3,4,1,5,2,0,0,40,39,1
37,1,93225,10,3,1,1,5,2,7688,0,40,39,1
38,4,323269,10,3,8,6,3,1,0,0,40,39,0
35,4,158046,10,3,12,1,5,2,5013,0,70,39,0
32,4,133503,9,3,1,1,5,2,0,0,40,39,0
44,6,172296,10,6,12,5,5,2,0,0,60,39,0
39,0,201105,13,3,0,6,5,1,0,0,30,39,0
23,4,176486,10,5,8,3,5,1,0,0,25,39,0
25,5,182750,13,5,12,2,5,2,0,0,45,39,1
23,4,82497,10,5,12,4,5,1,0,0,28,39,0
47,4,208872,10,3,3,1,5,2,0,0,40,39,0
47,4,145269,7,1,3,2,5,1,0,0,45,39,0
25,4,19214,9,5,6,2,5,2,0,0,40,39,0
35,4,149347,10,3,3,1,5,2,0,0,45,39,0
68,0,53850,4,3,0,1,1,2,0,0,40,39,0
